parameterWaterBodyCategory,observedPropertyDeterminandCode,procedureAnalysedFraction,procedureAnalysedMedia,resultUom,phenomenonTimeReferenceYear,parameterSamplingPeriod,resultMeanValue,waterBodyIdentifier,Country,PopulationDensity,TerraMarineProtected_2016_2018,TouristMean_1990_2020,VenueCount,netMigration_2011_2018,droughts_floods_temperature,literacyRate_2010_2018,combustibleRenewables_2009_2014,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.279602904,DERW_DENW286_8_32,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2008,2008-01--2008-12,0.122485574,DERW_DENI_03003,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,10.0583,DERW_DENI_03003,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,7.635,CZDYJ_1180,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3164-01-0,total,water,ug/L,2008,2008-01--2008-12,15.1,CZDYJ_1180,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_31615-01-7,total,water,mg{N}/L,2008,2008-01--2008-12,5.4967,CZDYJ_0800,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3161-05-5,total,water,mg{N}/L,2008,2008-01--2008-12,5.2,CZDYJ_0800,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2008,2008-01--2008-12,0.8136296000000001,CZDYJ_0800,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2008,2008-01--2008-12,0.25914705,CZDYJ_0800,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3133-01-5,total,water,mg{O2}/L,2008,2008-01--2008-12,3.7583,CZDYJ_0800,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.0333,CZDYJ_0380,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2008,2008-01--2008-12,0.1470896,CZDYJ_1180,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3133-01-5,total,water,mg{O2}/L,2008,2008-01--2008-12,2.1,CZDYJ_1180,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.1092,CZDYJ_0800,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2008,2008-01--2008-12,0.0644,CZDYJ_0380,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3133-01-5,total,water,mg{O2}/L,2008,2008-01--2008-12,1.075,CZDYJ_0380,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2008,2008-01--2008-12,0.13367915,CZDYJ_1180,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_7723-14-0,total,water,mg{P}/L,2008,2008-01--2008-12,0.187,CZDYJ_0800,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2008,2008-01--2008-12,0.253575,DERW_DENI_32003,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.034583,DERW_DENI_32003,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-03-7,total,water,mg{O2}/L,2008,2008-01--2008-12,21.725,CZDYJ_0800,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_31615-01-7,total,water,mg{N}/L,2008,2008-01--2008-12,3.7725,CZDYJ_0380,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2008,2008-01--2008-12,0.0367864,CZDYJ_0380,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3161-05-5,total,water,mg{N}/L,2008,2008-01--2008-12,7.7933,CZDYJ_1180,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.145,CZDYJ_1180,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,5.785,CZDYJ_0800,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3164-01-0,total,water,ug/L,2008,2008-01--2008-12,12.6458,CZDYJ_0800,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3131-01-9,total,water,%,2008,2008-01--2008-12,96.5833,CZDYJ_0380,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2008,2008-01--2008-12,14.8601109,CZDYJ_0380,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2008,2008-01--2008-12,17.85555191,DERW_DENI_03003,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3152-01-0,total,water,[pH],2008,2008-01--2008-12,7.74167,DERW_DENI_32003,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_31615-01-7,total,water,mg{N}/L,2008,2008-01--2008-12,4.7333300000000005,DERW_DENI_02089,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2008,2008-01--2008-12,0.105078904,DERW_DENI_28061,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-01-5,total,water,mg{O2}/L,2008,2008-01--2008-12,2.00833,DERW_DENI_28061,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3131-01-9,total,water,%,2008,2008-01--2008-12,86.1667,CZDYJ_0800,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,5.8883,CZDYJ_0380,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3161-05-5,total,water,mg{N}/L,2008,2008-01--2008-12,3.9733,CZDYJ_0380,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3164-01-0,total,water,ug/L,2008,2008-01--2008-12,1.65,CZDYJ_0380,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2008,2008-01--2008-12,18.29825191,DERW_DENI_21068,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3152-01-0,total,water,[pH],2008,2008-01--2008-12,8.03125,DERW_DENI_21068,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3152-01-0,total,water,[pH],2008,2008-01--2008-12,8.05,DERW_DENI_21001,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,5.51667,DERW_DENI_15036,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2008,2008-01--2008-12,0.294092904,DERW_DENI_25073,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3152-01-0,total,water,[pH],2008,2008-01--2008-12,7.59167,DERW_DENI_03003,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-01-5,total,water,mg{O2}/L,2008,2008-01--2008-12,2.95833,DERW_DENI_32003,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_7723-14-0,total,water,mg{P}/L,2008,2008-01--2008-12,0.1868,CZDYJ_1180,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3131-01-9,total,water,%,2008,2008-01--2008-12,100.25,CZDYJ_1180,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2008,2008-01--2008-12,27.9268441,CZDYJ_1180,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2008,2008-01--2008-12,18.375591600000003,CZDYJ_0800,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3133-03-7,total,water,mg{O2}/L,2008,2008-01--2008-12,14.9083,CZDYJ_0380,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_7723-14-0,total,water,mg{P}/L,2008,2008-01--2008-12,0.0553,CZDYJ_0380,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3131-01-9,total,water,%,2008,2008-01--2008-12,83.1333,CZHOD_0600,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2008,2008-01--2008-12,0.67693545,CZHOD_0600,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_15307-86-5,total,water,ug/L,2012,2012-02-07--2012-12-04,0.02,CZOHL_0920,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_15307-86-5,total,water,ug/L,2012,2012-01-24--2012-11-26,0.02,CZOHL_0970,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_15307-86-5,total,water,ug/L,2012,2012-02-16--2012-12-13,0.02,CZOHL_0980,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_15307-86-5,total,water,ug/L,2012,2012-02-16--2012-12-13,0.02,CZOHL_1090,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_15307-86-5,total,water,ug/L,2012,2012-01-24--2012-11-26,0.02,CZOHL_1100,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_15307-86-5,total,water,ug/L,2012,2012-01-11--2012-11-07,0.19667,CZOHL_0670,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_15307-86-5,total,water,ug/L,2012,2012-01-24--2012-12-11,0.02,CZOHL_0950,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,EEA_3131-01-9,total,water,%,2011,2011-01--2011-12,100.333,ATOK900470056,Austria,107.127966860564,28.413315299263893,19909000.0,0.0,74021.25,0.0381529782796336,0.0,13.546450447601153,420040461384.701,31.4,7.0,4.4,18.5,19.7,11.1,0.0,7.9,0.0,25.66
RW,EEA_3131-01-9,total,water,%,2011,2011-01--2011-12,105.875,ATOK100880000,Austria,107.127966860564,28.413315299263893,19909000.0,0.0,74021.25,0.0381529782796336,0.0,13.546450447601153,420040461384.701,31.4,7.0,4.4,18.5,19.7,11.1,0.0,7.9,0.0,25.66
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2008,2008-01--2008-12,3.2272829999999995,PLRW20002126539,Poland,124.023482151605,38.0547414772204,14788423.0,0.0,-58472.75,0.0320171021577574,0.0,6.065573440260731,572132126156.6011,37.27,10.07,2.17,26.69,11.27,12.13,0.0,0.4,0.0,26.39
RW,CAS_15307-86-5,total,water,ug/L,2012,2012-01-05--2012-10-30,0.02,CZOHL_0640,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_15307-86-5,total,water,ug/L,2012,2012-01-02--2012-11-12,0.08283,CZOHL_0830,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_15307-86-5,total,water,ug/L,2012,2012-02-16--2012-12-13,0.10583,CZOHL_0990,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_15307-86-5,total,water,ug/L,2012,2012-02-09--2012-12-06,0.02,CZOHL_0350,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_15307-86-5,total,water,ug/L,2012,2012-01-11--2012-11-07,0.04783,CZOHL_0720,Czech Republic,137.657705257705,21.99909212365624,6063076.0,0.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5
RW,CAS_7723-14-0,total,water,mg{P}/L,2009,2009-01--2009-12,0.122308,DERW_DENI_26044,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,15.6269,DERW_DENW2772_0_56,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.069353648,DERW_DENW2728_0_29,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.61143,DERW_DENW2728_0_29,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-06-0,total,water,mg{C}/L,2009,2009-01--2009-12,4.68462,DERW_DEHE_2478-1,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-01-5,total,water,mg{O2}/L,2009,2009-01--2009-12,3.0,DERW_DEHE_2394-1,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2009,2009-01--2009-12,0.3526370579999999,DERW_DEHE_2394-1,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3133-06-0,total,water,mg{C}/L,2009,2009-01--2009-12,5.6083300000000005,DERW_DEHE_42-4,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.692310000000001,DERW_DENW272_121_130,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,7.230751909999999,DERW_DENW428_128_154,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,14.3,DERW_DENW2788_0_2,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,19.28126726,DERW_DENW70501_14_50,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2009,2009-01--2009-12,0.164225,DERW_DENW70501_14_50,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_31615-01-7,total,water,mg{N}/L,2009,2009-01--2009-12,3.4966699999999995,DERW_DENW73101_68_106,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
RW,EEA_31615-01-7,total,water,mg{N}/L,2009,2009-01--2009-12,6.96231,DERW_DENW2786_0_2,Germany,237.30759674834,38.767233989074136,22635423.0,0.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83
